GEONAME,LNTITLE,GEOID,TOT_EST,ADU_EST,ADU_MOE,CIT_EST,CIT_MOE,CVAP_EST,CVAP_MOE,ID,totalvotes,TURNOUT,,
"Mercer County, Kentucky",Total,05000US21167,21410,16610,34,21145,120,16375,99,21167,10585,0.646412214,,
"Hayes County, Nebraska",Total,05000US31085,1015,815,57,980,79,795,56,31085,514,0.646540881,,
"Dauphin County, Pennsylvania",Total,05000US42043,271960,210725,24,262090,962,202405,716,42043,130872,0.646584818,,
"Burlington County, New Jersey",Total,05000US34005,450235,352495,83,435085,1094,338585,990,34005,218943,0.646641168,,
"San Mateo County, California",Total,05000US06081,754750,592310,,640115,2729,486010,2334,06081,314384,0.646867348,,
"San Francisco County, California",Total,05000US06075,850280,735655,,736290,3272,627260,3057,06075,405792,0.646927909,,
"Sheridan County, Nebraska",Total,05000US31161,5260,4045,28,5245,17,4030,30,31161,2608,0.647146402,,
"Greene County, Ohio",Total,05000US39057,164325,130115,,160285,504,126480,449,39057,81858,0.647201139,,
"Dubois County, Indiana",Total,05000US18037,42345,31970,47,41065,267,30870,174,18037,19984,0.647359896,,
"Cumberland County, Pennsylvania",Total,05000US42041,243840,194160,33,236840,667,187840,590,42041,121617,0.647449957,,
"Clearwater County, Minnesota",Total,05000US27029,8765,6595,,8720,25,6555,23,27029,4245,0.647597254,,
"Thurston County, Washington",Total,05000US53067,266310,207510,,257830,993,199825,854,53067,129410,0.647616665,,
"Franklin County, Missouri",Total,05000US29071,102065,78035,62,101360,219,77380,216,29071,50113,0.647622125,,
"Windham County, Vermont",Total,05000US50025,43610,35400,,43115,108,34945,98,50025,22635,0.647732151,,
"Wasco County, Oregon",Total,05000US41065,25655,19860,44,24195,238,18470,235,41065,11964,0.647753113,,
"Frontier County, Nebraska",Total,05000US31063,2600,2065,56,2585,79,2050,57,31063,1328,0.647804878,,
"Stone County, Missouri",Total,05000US29209,31195,25730,,31025,77,25570,74,29209,16567,0.647907704,,
"St. John the Baptist Parish, Louisiana",Total,05000US22095,43890,32800,110,43080,288,31995,245,22095,20743,0.64832005,,
"Manitowoc County, Wisconsin",Total,05000US55071,80180,63200,,79110,208,62230,185,55071,40346,0.648336815,,
"Gallatin County, Illinois",Total,05000US17059,5325,4175,33,5325,15,4175,33,17059,2707,0.648383234,,
"Montezuma County, Colorado",Total,05000US08083,26005,20180,48,25655,111,19830,122,08083,12858,0.648411498,,
"Archer County, Texas",Total,05000US48009,8750,6800,10,8540,64,6605,57,48009,4283,0.648448145,,
"Roscommon County, Michigan",Total,05000US26143,23900,20240,,23755,76,20110,74,26143,13041,0.648483342,,
"Calhoun County, South Carolina",Total,05000US45017,14885,11845,,14605,146,11640,93,45017,7549,0.648539519,,
"Bureau County, Illinois",Total,05000US17011,33820,26375,11,32970,165,25550,156,17011,16571,0.648571429,,
"Lemhi County, Idaho",Total,05000US16059,7745,6375,73,7680,57,6315,82,16059,4096,0.64861441,,
"Wayne County, Illinois",Total,05000US17191,16515,12785,46,16450,61,12735,71,17191,8261,0.648684727,,
"Jones County, North Carolina",Total,05000US37103,10075,8155,19,9820,54,7915,47,37103,5135,0.648768162,,
"Ventura County, California",Total,05000US06111,843110,638940,,739130,3312,542060,3013,06111,351726,0.648869129,,
"Stanly County, North Carolina",Total,05000US37167,60610,47330,,59290,252,46100,229,37167,29917,0.648958785,,
"Warrick County, Indiana",Total,05000US18173,61425,46320,32,60660,197,45590,183,18173,29589,0.649023909,,
"Preble County, Ohio",Total,05000US39135,41560,31920,22,41290,109,31685,95,39135,20565,0.64904529,,
"Franklin city, Virginia",Total,05000US51620,8415,6370,,8315,90,6270,89,51620,4070,0.649122807,,
"Cass County, North Dakota",Total,05000US38017,166850,129965,,160245,733,124500,508,38017,80821,0.649164659,,
"Darke County, Ohio",Total,05000US39037,52185,39470,27,51950,91,39250,88,39037,25484,0.649273885,,
"Skagit County, Washington",Total,05000US53057,120475,93370,,112545,774,86200,666,53057,55968,0.649280742,,
"Garfield County, Utah",Total,05000US49017,5020,3735,6,4880,79,3610,70,49017,2344,0.649307479,,
"Columbia County, Georgia",Total,05000US13073,139905,103360,,135935,647,99705,551,13073,64743,0.649345569,,
"Gregory County, South Dakota",Total,05000US46053,4215,3225,19,4210,11,3220,20,46053,2091,0.649378882,,
"Pasco County, Florida",Total,05000US12101,488310,388195,81,470035,1334,371305,1222,12101,241139,0.649436447,,
"Wilson County, North Carolina",Total,05000US37195,81615,62320,76,77615,431,58685,423,37195,38135,0.649825339,,
"Floyd County, Indiana",Total,05000US18043,76290,58590,,75045,328,57585,225,18043,37425,0.64990883,,
"Platte County, Nebraska",Total,05000US31141,32705,24145,55,30595,273,22205,234,31141,14433,0.649988741,,
"Morgan County, Colorado",Total,05000US08087,28290,20735,46,25800,431,18400,378,08087,11960,0.65,,
"Chippewa County, Wisconsin",Total,05000US55017,63355,48845,92,63045,98,48555,146,55017,31561,0.650005149,,
"Alachua County, Florida",Total,05000US12001,256580,210380,,243125,1074,197720,916,12001,128571,0.650268056,,
"Martin County, North Carolina",Total,05000US37117,23510,18595,28,23305,80,18395,85,37117,11964,0.650394129,,
"Clark County, Kansas",Total,05000US20025,2130,1605,66,2060,42,1545,77,20025,1005,0.650485437,,
"Tolland County, Connecticut",Total,05000US09013,151690,123540,57,146755,561,119015,474,09013,77424,0.650539848,,
"Fremont County, Idaho",Total,05000US16043,12895,9265,30,12405,97,8785,98,16043,5715,0.650540694,,
"Holt County, Missouri",Total,05000US29087,4535,3625,,4535,2,3620,3,29087,2355,0.650552486,,
"Pamlico County, North Carolina",Total,05000US37137,12890,10775,27,12670,68,10560,72,37137,6870,0.650568182,,
"Pacific County, Washington",Total,05000US53049,20745,17140,31,20015,182,16470,166,53049,10716,0.650637523,,
"Sheridan County, Montana",Total,05000US30091,3645,2855,105,3615,152,2820,105,30091,1835,0.65070922,,
"Kingsbury County, South Dakota",Total,05000US46077,5070,3965,38,5025,29,3920,37,46077,2551,0.650765306,,
"Milwaukee County, Wisconsin",Total,05000US55079,955305,721560,,904480,1805,676445,1406,55079,440247,0.650824531,,
"Fairfield County, Ohio",Total,05000US39045,150165,113315,,148615,484,112020,373,39045,72913,0.650892698,,
"Hamilton County, Illinois",Total,05000US17065,8250,6405,,8245,12,6400,16,17065,4166,0.6509375,,
"Boone County, Kentucky",Total,05000US21015,125655,91435,40,122340,574,88505,455,21015,57618,0.651014067,,
"Pueblo County, Colorado",Total,05000US08101,162160,124290,,158395,491,120805,447,08101,78646,0.6510161,,
"Davis County, Utah",Total,05000US49011,329290,219575,,321680,815,212545,733,49011,138411,0.651207979,,
"Sherman County, Nebraska",Total,05000US31163,3090,2425,25,3080,11,2415,26,31163,1573,0.651345756,,
"Treasure County, Montana",Total,05000US30103,845,680,53,845,85,680,53,30103,443,0.651470588,,
"Real County, Texas",Total,05000US48385,3350,2705,107,3220,107,2580,148,48385,1681,0.651550388,,
"Harris County, Georgia",Total,05000US13145,32990,25595,80,32720,140,25325,122,13145,16502,0.651609082,,
"Gosper County, Nebraska",Total,05000US31073,1975,1550,51,1975,9,1550,51,31073,1010,0.651612903,,
"Fergus County, Montana",Total,05000US30027,11430,9095,,11285,82,8960,82,30027,5840,0.651785714,,
"Taylor County, Iowa",Total,05000US19173,6210,4755,10,6050,76,4645,51,19173,3029,0.652099031,,
"Calaveras County, California",Total,05000US06009,44785,36745,105,43470,453,35475,435,06009,23136,0.65217759,,
"Scott County, Kentucky",Total,05000US21209,51350,38100,23,50175,204,37105,166,21209,24200,0.652203207,,
"Washington County, Rhode Island",Total,05000US44009,126320,103555,,124380,344,101750,342,44009,66369,0.652275184,,
"Hillsborough County, Florida",Total,05000US12057,1323060,1016145,,1213545,2945,916010,2610,12057,597660,0.652460126,,
"McHenry County, Illinois",Total,05000US17111,307085,230175,,293160,1164,217245,1028,17111,141750,0.652489125,,
"Wabaunsee County, Kansas",Total,05000US20197,6960,5215,12,6925,32,5180,33,20197,3380,0.652509653,,
"Lee County, Florida",Total,05000US12071,680970,554230,80,622915,2679,500250,2468,12071,326420,0.652513743,,
"Franklin County, North Carolina",Total,05000US37069,62990,48555,44,60730,320,46535,263,37069,30368,0.652584077,,
"Marion County, Florida",Total,05000US12083,340340,276425,64,330975,1150,267680,1053,12083,174700,0.652644949,,
"Orange County, Virginia",Total,05000US51137,34875,27135,48,34005,259,26460,196,51137,17270,0.652683296,,
"King George County, Virginia",Total,05000US51099,25260,18710,9,24985,149,18475,139,51099,12059,0.652719892,,
"Macon County, Missouri",Total,05000US29121,15400,11720,50,15340,30,11675,43,29121,7621,0.652762313,,
"Lincoln County, Wisconsin",Total,05000US55069,28170,22615,62,28080,50,22525,59,55069,14706,0.652874584,,
"Prairie County, Montana",Total,05000US30079,1415,1070,89,1400,139,1055,90,30079,689,0.653080569,,
"Bienville Parish, Louisiana",Total,05000US22013,13925,10735,82,13915,19,10725,83,22013,7005,0.653146853,,
"Cavalier County, North Dakota",Total,05000US38019,3865,3090,,3845,20,3070,18,38019,2006,0.653420195,,
"Camden County, North Carolina",Total,05000US37029,10230,7800,,10060,78,7660,59,37029,5006,0.653524804,,
"St. Martin Parish, Louisiana",Total,05000US22099,53385,40055,41,52630,223,39400,177,22099,25750,0.653553299,,
"Mills County, Texas",Total,05000US48333,4870,3680,113,4620,111,3435,143,48333,2245,0.65356623,,
"Divide County, North Dakota",Total,05000US38023,2370,1900,47,2335,25,1865,52,38023,1219,0.653619303,,
"Washington County, Kansas",Total,05000US20201,5615,4325,22,5500,23,4230,25,20201,2765,0.653664303,,
"Mason County, Michigan",Total,05000US26105,28755,22765,,28450,112,22460,109,26105,14685,0.653829029,,
"Douglas County, Wisconsin",Total,05000US55031,43705,34730,,43370,95,34415,85,55031,22511,0.654104315,,
"Sangamon County, Illinois",Total,05000US17167,198640,153075,30,195650,398,150365,366,17167,98373,0.654228045,,
"Edwards County, Texas",Total,05000US48137,2030,1695,143,1970,136,1640,146,48137,1073,0.654268293,,
"Sussex County, Delaware",Total,05000US10005,211225,169920,,202880,702,162020,667,10005,106008,0.654289594,,
"Cheboygan County, Michigan",Total,05000US26031,25580,21000,12,25475,40,20895,41,26031,13672,0.654319215,,
"Beaverhead County, Montana",Total,05000US30001,9315,7575,74,9065,105,7410,108,30001,4849,0.654385965,,
"Scott County, Illinois",Total,05000US17171,5170,4005,23,5155,13,3985,26,17171,2608,0.654454203,,
"New Castle County, Delaware",Total,05000US10003,551995,429600,,520940,1560,400920,1349,10003,262391,0.654472214,,
"Skamania County, Washington",Total,05000US53059,11315,8930,50,10980,93,8615,93,53059,5639,0.654556007,,
"Sauk County, Wisconsin",Total,05000US55111,63315,48705,,62410,175,47845,171,55111,31318,0.654572056,,
"Anne Arundel County, Maryland",Total,05000US24003,559735,432935,,537305,1489,412595,1314,24003,270081,0.654591064,,
"Ashland County, Wisconsin",Total,05000US55003,15935,12320,40,15850,47,12265,45,55003,8029,0.654626987,,
"King and Queen County, Virginia",Total,05000US51097,7140,5780,47,6980,103,5645,79,51097,3697,0.654915855,,
"Fillmore County, Nebraska",Total,05000US31059,5675,4495,26,5670,9,4490,29,31059,2941,0.655011136,,
"Macomb County, Michigan",Total,05000US26099,859705,671095,134,824730,1755,640110,1541,26099,419312,0.655062411,,
"Chesapeake city, Virginia",Total,05000US51550,233195,176005,54,228590,707,172030,604,51550,112705,0.655147358,,
"Henry County, Illinois",Total,05000US17073,49680,38320,41,48910,151,37600,151,17073,24643,0.655398936,,
"Saguache County, Colorado",Total,05000US08109,6255,4815,22,5745,126,4325,124,08109,2835,0.655491329,,
"Rockland County, New York",Total,05000US36087,322640,233260,30,292865,1545,205960,1328,36087,135087,0.655889493,,
"Person County, North Carolina",Total,05000US37145,39195,30610,50,38485,176,29900,187,37145,19615,0.656020067,,
"Holt County, Nebraska",Total,05000US31089,10360,7880,10,10260,72,7800,61,31089,5118,0.656153846,,
"White County, Illinois",Total,05000US17193,14410,11260,32,14320,63,11175,64,17193,7335,0.656375839,,
"Langlade County, Wisconsin",Total,05000US55067,19415,15595,54,19225,82,15435,84,55067,10132,0.656430191,,
"Duval County, Florida",Total,05000US12031,900890,694875,105,860520,2391,658915,1976,12031,432695,0.656678024,,
"Redwood County, Minnesota",Total,05000US27127,15580,11770,,15375,49,11590,55,27127,7611,0.656686799,,
"Gove County, Kansas",Total,05000US20063,2680,2085,69,2645,105,2045,74,20063,1343,0.656723716,,
"Hitchcock County, Nebraska",Total,05000US31087,2865,2245,,2860,14,2235,12,31087,1468,0.656823266,,
"Throckmorton County, Texas",Total,05000US48447,1520,1240,109,1505,135,1230,109,48447,808,0.656910569,,
"Lake County, Illinois",Total,05000US17097,702890,523715,80,636385,2152,462020,1970,17097,303520,0.656941258,,
"Floyd County, Virginia",Total,05000US51063,15585,12370,74,15460,66,12255,97,51063,8051,0.656956344,,
"Clermont County, Ohio",Total,05000US39025,201090,152300,21,199485,292,150845,238,39025,99121,0.657104975,,
"Blue Earth County, Minnesota",Total,05000US27013,65525,52665,,63885,263,51120,244,27013,33593,0.657140063,,
"Pike County, Georgia",Total,05000US13231,17845,13380,29,17735,53,13275,53,13231,8725,0.657250471,,
"Henry County, Georgia",Total,05000US13151,214170,156140,51,207730,1090,150235,992,13151,98766,0.657410058,,
"Racine County, Wisconsin",Total,05000US55101,194875,148320,,189530,541,143185,510,55101,94133,0.657422216,,
"Polk County, Nebraska",Total,05000US31143,5240,4025,,5120,41,3925,24,31143,2582,0.657834395,,
"Penobscot County, Maine",Total,05000US23019,152980,124370,,150835,371,122345,341,23019,80540,0.658302342,,
"Butler County, Iowa",Total,05000US19023,14935,11485,37,14855,64,11410,63,19023,7513,0.658457493,,
"Niobrara County, Wyoming",Total,05000US56027,2500,1995,97,2500,11,1995,97,56027,1314,0.658646617,,
"Linn County, Oregon",Total,05000US41043,119860,92000,,116850,484,89150,472,41043,58719,0.658653954,,
"Lake County, Ohio",Total,05000US39085,229265,181205,,224065,612,176470,468,39085,116246,0.658729529,,
"Pepin County, Wisconsin",Total,05000US55091,7350,5740,15,7280,23,5675,26,55091,3739,0.658854626,,
"Edwards County, Illinois",Total,05000US17047,6610,5095,,6600,13,5080,18,17047,3347,0.658858268,,
"Manassas city, Virginia",Total,05000US51683,41150,30100,38,33915,636,23390,524,51683,15411,0.658871313,,
"Lyon County, Minnesota",Total,05000US27083,25670,19325,38,24570,301,18535,168,27083,12215,0.659023469,,
"Sargent County, North Dakota",Total,05000US38081,3890,3110,16,3805,47,3030,47,38081,1997,0.659075908,,
"Louisa County, Virginia",Total,05000US51109,34350,27180,41,33920,150,26750,150,51109,17631,0.659102804,,
"Kalkaska County, Michigan",Total,05000US26079,17260,13535,68,17080,69,13400,99,26079,8833,0.659179104,,
"Calhoun County, Illinois",Total,05000US17013,4960,3920,23,4945,15,3900,27,17013,2571,0.659230769,,
"Hancock County, Kentucky",Total,05000US21091,8715,6550,32,8680,28,6515,42,21091,4295,0.659247889,,
"Turner County, South Dakota",Total,05000US46125,8290,6335,17,8245,23,6295,29,46125,4150,0.659253376,,
"Caroline County, Virginia",Total,05000US51033,29640,22850,310,29315,133,22545,282,51033,14863,0.659259259,,
"Washington County, Illinois",Total,05000US17189,14370,11320,14,14310,28,11265,27,17189,7427,0.659298713,,
"St. Landry Parish, Louisiana",Total,05000US22097,83700,61140,234,83070,288,60635,347,22097,39977,0.659305682,,
"Schuyler County, Illinois",Total,05000US17169,7205,5860,26,7150,61,5805,80,17169,3828,0.659431525,,
"Missoula County, Montana",Total,05000US30063,113100,91140,44,111635,277,89740,265,30063,59203,0.65971696,,
"Putnam County, New York",Total,05000US36079,99410,78100,,94710,554,73605,518,36079,48563,0.659778548,,
"Piscataquis County, Maine",Total,05000US23021,17045,14030,53,16925,46,13915,62,23021,9182,0.659863457,,
"Perkins County, Nebraska",Total,05000US31135,2910,2230,19,2870,34,2205,30,31135,1455,0.659863946,,
"Georgetown County, South Carolina",Total,05000US45043,60805,48655,65,60040,175,47975,195,45043,31657,0.659864513,,
"Beaufort County, North Carolina",Total,05000US37013,47515,37420,64,46310,308,36275,277,37013,23938,0.659903515,,
"Grant County, South Dakota",Total,05000US46051,7195,5615,75,6925,94,5400,88,46051,3564,0.66,,
"Napa County, California",Total,05000US06055,140825,109970,28,122390,1169,92980,1018,06055,61372,0.660055926,,
"Northampton County, Virginia",Total,05000US51131,12120,9715,25,11710,106,9350,85,51131,6172,0.660106952,,
"Pender County, North Carolina",Total,05000US37141,56360,43705,93,54825,239,42235,255,37141,27885,0.660234403,,
"Clay County, Mississippi",Total,05000US28025,20145,15235,59,20050,74,15150,69,28025,10003,0.660264026,,
"Rio Grande County, Colorado",Total,05000US08105,11625,8835,36,11165,190,8380,189,08105,5534,0.660381862,,
"Ascension Parish, Louisiana",Total,05000US22005,117010,84570,,115135,456,82795,403,22005,54678,0.660402198,,
"Jefferson County, Iowa",Total,05000US19101,17660,14215,366,15780,564,12350,355,19101,8156,0.660404858,,
"Marquette County, Wisconsin",Total,05000US55077,15080,12115,55,14905,39,11950,71,55077,7893,0.660502092,,
"Allamakee County, Iowa",Total,05000US19005,14000,10870,11,13560,98,10480,75,19005,6923,0.660591603,,
"Sonoma County, California",Total,05000US06097,497775,395100,,449050,1814,350055,1697,06097,231253,0.660619046,,
"Ralls County, Missouri",Total,05000US29173,10225,8010,48,10185,27,7970,45,29173,5266,0.660727729,,
"Sullivan County, New Hampshire",Total,05000US33019,43050,34555,50,42810,82,34330,81,33019,22683,0.660734052,,
"Fremont County, Iowa",Total,05000US19071,7020,5475,20,6980,32,5440,31,19071,3595,0.660845588,,
"Henry County, Ohio",Total,05000US39069,27890,21245,,27715,57,21075,56,39069,13932,0.661067616,,
"Yavapai County, Arizona",Total,05000US04025,218585,180560,,210665,1090,173100,975,04025,114450,0.66117851,,
"Calhoun County, Iowa",Total,05000US19025,9875,7830,10,9840,34,7800,29,19025,5159,0.661410256,,
"De Soto Parish, Louisiana",Total,05000US22031,27045,20545,2,26905,83,20410,81,22031,13500,0.66144047,,
"Musselshell County, Montana",Total,05000US30065,4780,3720,101,4735,135,3690,111,30065,2441,0.661517615,,
"Franklin County, Ohio",Total,05000US39049,1232120,940495,61,1161600,2512,878445,1979,39049,581140,0.661555362,,
"Clinton County, Missouri",Total,05000US29049,20495,15555,36,20365,61,15425,62,29049,10208,0.66178282,,
"McIntosh County, North Dakota",Total,05000US38051,2735,2245,29,2675,35,2185,17,38051,1446,0.661784897,,
"Adams County, North Dakota",Total,05000US38001,2350,1870,74,2305,18,1840,73,38001,1218,0.661956522,,
"Saratoga County, New York",Total,05000US36091,224930,177140,,219420,642,172340,565,36091,114094,0.662028548,,
"Winnebago County, Wisconsin",Total,05000US55139,169485,134025,,166850,418,131605,322,55139,87144,0.662163292,,
"Prince George's County, Maryland",Total,05000US24033,897695,693965,37,784130,2324,589560,2020,24033,390385,0.662163308,,
"Floyd County, Iowa",Total,05000US19067,16005,12375,26,15795,98,12170,98,19067,8060,0.662284306,,
"Millard County, Utah",Total,05000US49027,12605,8640,26,11880,104,7915,103,49027,5242,0.662286797,,
"St. Lucie County, Florida",Total,05000US12111,293135,232040,,272125,1960,212665,1749,12111,140847,0.662295159,,
"Dade County, Missouri",Total,05000US29057,7590,5980,25,7565,20,5965,32,29057,3951,0.662363789,,
"Kanabec County, Minnesota",Total,05000US27065,15920,12425,33,15830,40,12345,24,27065,8177,0.662373431,,
"Thayer County, Nebraska",Total,05000US31169,5165,4075,42,5145,15,4060,43,31169,2690,0.662561576,,
"Kendall County, Illinois",Total,05000US17093,121450,85240,95,116635,891,80660,821,17093,53447,0.662620878,,
"Lamoille County, Vermont",Total,05000US50015,25135,19785,,24605,132,19255,135,50015,12762,0.662788886,,
"Barton County, Missouri",Total,05000US29011,12075,9075,,11955,46,8960,45,29011,5939,0.662834821,,
"Haakon County, South Dakota",Total,05000US46055,2075,1575,88,2075,86,1575,88,46055,1044,0.662857143,,
"Green Lake County, Wisconsin",Total,05000US55047,18880,14605,41,18440,157,14160,156,55047,9388,0.66299435,,
"Platte County, Wyoming",Total,05000US56031,8740,6955,77,8615,93,6830,122,56031,4529,0.663103953,,
"Westchester County, New York",Total,05000US36119,969230,746855,43,847585,3478,634370,3129,36119,420655,0.663106704,,
"Washington County, Alabama",Total,05000US01129,16910,12940,77,16815,104,12865,107,01129,8533,0.663272445,,
"Mora County, New Mexico",Total,05000US35033,4600,3680,210,4600,11,3680,210,35033,2441,0.663315217,,
"Wilkin County, Minnesota",Total,05000US27167,6480,4985,,6470,10,4975,11,27167,3302,0.663718593,,
"Lucas County, Iowa",Total,05000US19117,8700,6735,28,8505,105,6560,104,19117,4354,0.663719512,,
"Lincoln County, Georgia",Total,05000US13181,7710,6210,19,7675,31,6180,32,13181,4102,0.663754045,,
"Fond du Lac County, Wisconsin",Total,05000US55039,101970,79530,,99240,597,77325,397,55039,51327,0.663782735,,
"Polk County, North Carolina",Total,05000US37149,20325,16790,,19995,106,16470,105,37149,10934,0.66387371,,
"Shelby County, Ohio",Total,05000US39149,48950,36255,61,48450,167,35755,174,39149,23740,0.663963082,,
"Valley County, Idaho",Total,05000US16085,9895,8085,,9865,41,8055,44,16085,5349,0.66405959,,
"Brown County, Indiana",Total,05000US18013,14965,12015,109,14915,64,11960,107,18013,7945,0.664297659,,
"Banner County, Nebraska",Total,05000US31007,795,610,62,780,74,605,63,31007,402,0.66446281,,
"Union County, Oregon",Total,05000US41061,25760,20060,,25085,130,19515,107,41061,12968,0.664514476,,
"Allegan County, Michigan",Total,05000US26005,113665,85375,,112015,356,83945,307,26005,55786,0.664554172,,
"Park County, Wyoming",Total,05000US56029,29085,23050,117,28715,167,22710,144,56029,15095,0.664685161,,
"Madison County, North Carolina",Total,05000US37115,21130,17240,14,20840,81,16950,84,37115,11269,0.664837758,,
"Pierce County, Wisconsin",Total,05000US55093,40880,32225,40,40475,130,31870,119,55093,21189,0.664857233,,
"LaMoure County, North Dakota",Total,05000US38045,4110,3235,45,4110,9,3235,44,38045,2151,0.664914992,,
"Foster County, North Dakota",Total,05000US38031,3345,2630,12,3300,32,2585,30,38031,1719,0.664990329,,
"Union County, Georgia",Total,05000US13291,22035,18385,76,21745,177,18140,160,13291,12063,0.664994487,,
"Santa Fe County, New Mexico",Total,05000US35049,147320,118580,11,134515,1111,107355,897,35049,71434,0.665399842,,
"Wood County, Wisconsin",Total,05000US55141,73620,57510,,72805,213,56800,174,55141,37800,0.665492958,,
"Dixon County, Nebraska",Total,05000US31051,5810,4350,17,5610,71,4180,53,31051,2782,0.665550239,,
"Pend Oreille County, Washington",Total,05000US53051,13000,10365,32,12830,87,10220,80,53051,6802,0.66555773,,
"Currituck County, North Carolina",Total,05000US37053,24865,19340,14,24480,169,19035,136,37053,12669,0.665563436,,
"New Hanover County, North Carolina",Total,05000US37129,216430,174525,36,209405,741,168125,647,37129,111905,0.665605948,,
"Bristol County, Rhode Island",Total,05000US44001,49230,39640,69,47715,317,38260,290,44001,25475,0.665838996,,
"Clark County, Idaho",Total,05000US16033,960,645,75,720,122,425,78,16033,283,0.665882353,,
"Transylvania County, North Carolina",Total,05000US37175,33060,27580,83,32200,219,26835,168,37175,17869,0.665884107,,
"Lapeer County, Michigan",Total,05000US26087,88310,68790,97,87200,239,67835,224,26087,45183,0.666072087,,
"Nobles County, Minnesota",Total,05000US27105,21730,15950,36,18435,331,12955,312,27105,8632,0.666306445,,
"Middlesex County, Virginia",Total,05000US51119,10730,9055,,10690,29,9030,27,51119,6017,0.666334441,,
"Butler County, Pennsylvania",Total,05000US42019,185975,147085,36,184390,310,145675,275,42019,97071,0.666353183,,
"Franklin County, Idaho",Total,05000US16041,13015,8580,37,12685,82,8250,89,16041,5499,0.666545455,,
"Watauga County, North Carolina",Total,05000US37189,52745,45815,63,51840,165,44985,142,37189,29985,0.666555519,,
"Cumberland County, Illinois",Total,05000US17035,10890,8385,,10850,28,8350,28,17035,5567,0.666706587,,
"Bottineau County, North Dakota",Total,05000US38009,6650,5290,17,6575,64,5240,36,38009,3494,0.666793893,,
"Brown County, Nebraska",Total,05000US31017,3020,2395,82,3020,92,2395,82,31017,1597,0.666805846,,
"Chittenden County, Vermont",Total,05000US50007,160510,130455,,154180,617,125095,519,50007,83418,0.666837204,,
"Bergen County, New Jersey",Total,05000US34003,930310,727815,26,821045,2702,628715,2380,34003,419296,0.66690949,,
"Clay County, Nebraska",Total,05000US31035,6315,4785,15,6120,59,4595,65,31035,3065,0.66702938,,
"Miami County, Ohio",Total,05000US39109,103865,79795,49,102960,232,79045,161,39109,52734,0.667138971,,
"Washington County, Iowa",Total,05000US19183,22115,16640,32,21830,91,16380,97,19183,10929,0.667216117,,
"Clayton County, Iowa",Total,05000US19043,17735,13825,20,17570,63,13680,50,19043,9129,0.667324561,,
"Washington County, Vermont",Total,05000US50023,58965,47375,,58155,204,46580,202,50023,31086,0.667367969,,
"Yamhill County, Oregon",Total,05000US41071,102215,78485,64,96355,540,73045,495,41071,48753,0.667437881,,
"Marshall County, Iowa",Total,05000US19127,40735,30550,41,36605,359,26930,293,19127,17980,0.667656888,,
"Mitchell County, North Carolina",Total,05000US37121,15265,12440,25,14945,110,12125,111,37121,8096,0.66771134,,
"Pinellas County, Florida",Total,05000US12103,939550,779595,,894315,1755,737365,1570,12103,492403,0.667787324,,
"Chase County, Kansas",Total,05000US20017,2695,2085,36,2660,13,2050,36,20017,1369,0.667804878,,
"Dawson County, Georgia",Total,05000US13085,22940,18035,115,22430,244,17615,214,13085,11765,0.667896679,,
"Renville County, Minnesota",Total,05000US27129,14995,11635,6,14720,65,11385,55,27129,7606,0.668072025,,
"Jasper County, Mississippi",Total,05000US28061,16540,12700,,16520,30,12685,30,28061,8475,0.668111943,,
"Otsego County, Michigan",Total,05000US26137,24200,18945,38,23965,125,18765,77,26137,12538,0.668158806,,
"Republic County, Kansas",Total,05000US20157,4770,3825,24,4725,31,3785,26,20157,2529,0.668163804,,
"El Paso County, Colorado",Total,05000US08041,665170,498370,,642405,1366,477295,1251,08041,318967,0.668280623,,
"Carlton County, Minnesota",Total,05000US27017,35480,27400,,35320,50,27250,52,27017,18211,0.668293578,,
"Costilla County, Colorado",Total,05000US08023,3590,2910,28,3425,62,2765,55,08023,1848,0.66835443,,
"DuPage County, Illinois",Total,05000US17043,930515,711745,,853995,2056,641445,1865,17043,428769,0.668442345,,
"Macon County, North Carolina",Total,05000US37113,33990,27545,70,32815,196,26530,191,37113,17734,0.66845081,,
"Buchanan County, Iowa",Total,05000US19019,21030,15420,53,20920,44,15330,55,19019,10252,0.668754077,,
"Nassau County, New York",Total,05000US36059,1356800,1056385,,1244660,2986,952270,2543,36059,636967,0.668893276,,
"Wadena County, Minnesota",Total,05000US27159,13755,10390,44,13730,16,10365,44,27159,6934,0.668982151,,
"Mitchell County, Iowa",Total,05000US19131,10755,8140,51,10715,31,8095,53,19131,5417,0.669178505,,
"Lawrence County, Mississippi",Total,05000US28077,12605,9510,14,12600,7,9510,14,28077,6364,0.669190326,,
"Rockwall County, Texas",Total,05000US48397,88010,63475,,83935,612,59680,580,48397,39948,0.669369973,,
"Jasper County, Iowa",Total,05000US19099,36715,28570,70,36570,59,28435,81,19099,19034,0.66938632,,
"Fulton County, Ohio",Total,05000US39051,42465,32020,79,42140,166,31705,179,39051,21225,0.669452768,,
"Walworth County, Wisconsin",Total,05000US55127,103020,80350,,99110,382,76630,348,55127,51324,0.6697638,,
"Midland County, Michigan",Total,05000US26111,83560,65135,,81680,371,63450,329,26111,42506,0.669913318,,
"Todd County, Minnesota",Total,05000US27153,24335,18485,,23695,101,17900,69,27153,11993,0.67,,
"Jefferson County, Florida",Total,05000US12065,14080,11690,55,13805,82,11410,104,12065,7645,0.670026293,,
